2021-12-08 23:06:37,595 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-12-08 23:06:37,628 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-12-08 23:06:37,630 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2021-12-08 23:06:37,631 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2021-12-08 23:06:37,635 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-12-08 23:06:37,636 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-12-08 23:06:37,637 INFO  SwAddin.cs: 201 - Setting up command manager
2021-12-08 23:06:37,639 INFO  SwAddin.cs: 204 - Adding command manager
2021-12-08 23:06:37,642 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-12-08 23:06:37,644 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-12-08 23:06:37,644 INFO  SwAddin.cs: 210 - Adding event handlers
2021-12-08 23:06:37,650 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-12-08 23:55:22,222 INFO  SwAddin.cs: 294 - Assembly export called for file ass1.SLDASM
2021-12-08 23:55:23,547 INFO  SwAddin.cs: 313 - Saving assembly
2021-12-08 23:55:23,656 INFO  SwAddin.cs: 316 - Opening property manager
2021-12-08 23:55:23,685 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ass1.SLDASM
2021-12-08 23:55:23,692 INFO  ExportHelperExtension.cs: 1136 - Found 34 in ass1.SLDASM
2021-12-08 23:55:23,694 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ass1.SLDASM
2021-12-08 23:55:23,694 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-08 23:55:23,696 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2021-12-08 23:55:23,701 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base-1
2021-12-08 23:55:23,702 INFO  ExportHelperExtension.cs: 1136 - Found 37 in Base-1
2021-12-08 23:55:23,703 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base-1
2021-12-08 23:55:23,704 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel-2
2021-12-08 23:55:23,705 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Wheel-2
2021-12-08 23:55:23,706 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel-2
2021-12-08 23:55:23,707 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from laser-1
2021-12-08 23:55:23,708 INFO  ExportHelperExtension.cs: 1136 - Found 27 in laser-1
2021-12-08 23:55:23,708 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in laser-1
2021-12-08 23:55:23,709 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel-1
2021-12-08 23:55:23,709 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Wheel-1
2021-12-08 23:55:23,710 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel-1
2021-12-08 23:55:23,710 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem2^ass1-1
2021-12-08 23:55:23,748 INFO  ExportHelperExtension.cs: 1136 - Found 22 in Assem2^ass1-1
2021-12-08 23:55:23,749 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem2^ass1-1
2021-12-08 23:55:23,750 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ass1.SLDASM
2021-12-08 23:55:23,750 INFO  ExportHelperExtension.cs: 1136 - Found 34 in ass1.SLDASM
2021-12-08 23:55:23,751 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ass1.SLDASM
2021-12-08 23:55:23,752 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-08 23:55:23,752 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2021-12-08 23:55:23,752 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Base-1
2021-12-08 23:55:23,753 INFO  ExportHelperExtension.cs: 1136 - Found 37 in Base-1
2021-12-08 23:55:23,754 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Base-1
2021-12-08 23:55:23,754 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheel-2
2021-12-08 23:55:23,755 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Wheel-2
2021-12-08 23:55:23,756 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheel-2
2021-12-08 23:55:23,756 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from laser-1
2021-12-08 23:55:23,757 INFO  ExportHelperExtension.cs: 1136 - Found 27 in laser-1
2021-12-08 23:55:23,757 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in laser-1
2021-12-08 23:55:23,758 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheel-1
2021-12-08 23:55:23,758 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Wheel-1
2021-12-08 23:55:23,758 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheel-1
2021-12-08 23:55:23,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem2^ass1-1
2021-12-08 23:55:23,759 INFO  ExportHelperExtension.cs: 1136 - Found 22 in Assem2^ass1-1
2021-12-08 23:55:23,760 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem2^ass1-1
2021-12-08 23:55:23,974 INFO  SwAddin.cs: 339 - Loading config tree
2021-12-08 23:55:23,977 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-12-08 23:55:23,984 INFO  SwAddin.cs: 344 - Showing property manager
2021-12-08 23:55:25,873 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2021-12-08 23:55:25,934 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-12-08 23:55:29,080 INFO  SwAddin.cs: 294 - Assembly export called for file ass1.SLDASM
2021-12-08 23:55:30,459 INFO  SwAddin.cs: 313 - Saving assembly
2021-12-08 23:55:30,580 INFO  SwAddin.cs: 316 - Opening property manager
2021-12-08 23:55:30,593 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ass1.SLDASM
2021-12-08 23:55:30,594 INFO  ExportHelperExtension.cs: 1136 - Found 34 in ass1.SLDASM
2021-12-08 23:55:30,595 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ass1.SLDASM
2021-12-08 23:55:30,599 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-08 23:55:30,600 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2021-12-08 23:55:30,601 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base-1
2021-12-08 23:55:30,602 INFO  ExportHelperExtension.cs: 1136 - Found 37 in Base-1
2021-12-08 23:55:30,607 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base-1
2021-12-08 23:55:30,609 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel-2
2021-12-08 23:55:30,653 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Wheel-2
